id,activePlayer,firstName,franchiseId,franchiseName,gameTypeId,gamesPlayed,lastName,playerId,positionCode,rookieGamesPlayed,seasons
235,FALSE,Don,15,Dallas Stars,2,315,Beaupre,8445381,G,44,9
236,FALSE,Bob,28,Arizona Coyotes,2,281,Essensa,8446719,G,36,7
237,FALSE,Tony,11,Chicago Blackhawks,2,873,Esposito,8446720,G,63,15
238,FALSE,Grant,25,Edmonton Oilers,2,423,Fuhr,8446991,G,48,10
239,FALSE,Ron,16,Philadelphia Flyers,2,489,Hextall,8447775,G,66,11
240,FALSE,Curtis,18,St. Louis Blues,2,280,Joseph,8448382,G,30,6
241,FALSE,Olie,24,Washington Capitals,2,711,Kolzig,8448535,G,14,16
242,FALSE,Mike,18,St. Louis Blues,2,347,Liut,8448865,G,NA,6
243,FALSE,Kirk,20,Vancouver Canucks,2,516,McLean,8449474,G,41,11
244,FALSE,Gilles,13,Cleveland Barons,2,250,Meloche,8449550,G,56,7
245,FALSE,Greg,18,St. Louis Blues,2,209,Millen,8449627,G,NA,6
246,FALSE,Turk,5,Toronto Maple Leafs,2,629,Broda,8449837,G,45,14
247,FALSE,Gerry,6,Boston Bruins,2,416,Cheevers,8449853,G,22,12
248,FALSE,Alec,3,St. Louis Eagles,2,294,Connell,8449856,G,30,8
249,FALSE,Jake,4,Hamilton Tigers,2,78,Forbes,8449918,G,NA,3
250,FALSE,Bert,2,Montreal Wanderers,2,4,Lindsay,8450014,G,4,1
251,FALSE,Howard,4,Hamilton Tigers,2,1,Lockhart,8450017,G,1,3
252,FALSE,Cesare,15,Dallas Stars,2,420,Maniago,8450020,G,NA,9
253,FALSE,Joe,9,Philadelphia Quakers,2,87,Miller,8450043,G,NA,3
254,FALSE,Terry,12,Detroit Red Wings,2,734,Sawchuk,8450111,G,70,14
255,FALSE,Flat,7,Montreal Maroons,2,107,Walsh,8450144,G,1,7
256,FALSE,Roy,8,Brooklyn Americans,2,360,Worters,8450153,G,NA,9
257,FALSE,Roy,9,Philadelphia Quakers,2,123,Worters,8450153,G,35,3
258,FALSE,Daren,31,Tampa Bay Lightning,2,206,Puppa,8450627,G,NA,7
259,FALSE,Bill,25,Edmonton Oilers,2,449,Ranford,8450651,G,NA,10
260,FALSE,Mike,10,New York Rangers,2,666,Richter,8450833,G,45,14
261,FALSE,Patrick,1,Montréal Canadiens,2,551,Roy,8451033,G,47,12
262,FALSE,Patrick,27,Colorado Avalanche,2,478,Roy,8451033,G,NA,8
263,FALSE,Billy,22,New York Islanders,2,674,Smith,8451525,G,37,17
264,FALSE,Ed,18,St. Louis Blues,2,137,Staniowski,8451655,G,29,6
265,FALSE,Mike,21,Calgary Flames,2,527,Vernon,8452217,G,55,13
266,FALSE,Martin,23,New Jersey Devils,2,1259,Brodeur,8455710,G,47,21
267,FALSE,Chris,12,Detroit Red Wings,2,565,Osgood,8458568,G,41,14
268,FALSE,Marty,15,Dallas Stars,2,509,Turco,8460612,G,26,9
269,FALSE,Evgeni,29,San Jose Sharks,2,563,Nabokov,8460705,G,66,10
270,FALSE,Jean-Sebastien,32,Anaheim Ducks,2,447,Giguere,8462044,G,NA,9
271,FALSE,Roberto,33,Florida Panthers,2,572,Luongo,8466141,G,47,11
272,TRUE,Craig,30,Ottawa Senators,2,435,Anderson,8467950,G,NA,10
273,TRUE,Ryan,19,Buffalo Sabres,2,540,Miller,8468011,G,48,11
275,FALSE,Kari,15,Dallas Stars,2,445,Lehtonen,8470140,G,NA,9
276,FALSE,Josh,37,Minnesota Wild,2,151,Harding,8470216,G,29,9
277,FALSE,Cam,26,Carolina Hurricanes,2,668,Ward,8470320,G,28,13
278,TRUE,Marc-Andre,17,Pittsburgh Penguins,2,691,Fleury,8470594,G,50,13
279,TRUE,Marc-Andre,38,Vegas Golden Knights,2,192,Fleury,8470594,G,NA,4
280,TRUE,Pekka,34,Nashville Predators,2,683,Rinne,8471469,G,52,15
281,FALSE,Ondrej,35,Winnipeg Jets,2,119,Pavelec,8471715,G,12,10
282,TRUE,Jonathan,14,Los Angeles Kings,2,666,Quick,8471734,G,44,14
283,FALSE,Niklas,37,Minnesota Wild,2,409,Backstrom,8473404,G,NA,9
284,TRUE,Sergei,36,Columbus Blue Jackets,2,374,Bobrovsky,8475683,G,NA,7
285,TRUE,Maxime,38,Vegas Golden Knights,2,17,Lagace,8476509,G,16,2
286,TRUE,Oscar,38,Vegas Golden Knights,2,6,Dansk,8476861,G,4,3
287,TRUE,Malcolm,38,Vegas Golden Knights,2,63,Subban,8476876,G,22,3
288,TRUE,Dylan,38,Vegas Golden Knights,2,1,Ferguson,8480263,G,1,1
289,FALSE,Clint,7,Montreal Maroons,2,204,Benedict,8449817,G,NA,6
290,FALSE,Tiny,6,Boston Bruins,2,468,Thompson,8450127,G,44,11
291,FALSE,Miikka,21,Calgary Flames,2,576,Kiprusoff,8462147,G,NA,9
292,TRUE,Henrik,10,New York Rangers,2,887,Lundqvist,8468685,G,53,15
293,FALSE,Kari,35,Winnipeg Jets,2,204,Lehtonen,8470140,G,38,5
294,TRUE,Carey,1,Montréal Canadiens,2,707,Price,8471679,G,41,14
295,TRUE,Ben,31,Tampa Bay Lightning,2,227,Bishop,8471750,G,NA,5
296,FALSE,Jacques,1,Montréal Canadiens,2,556,Plante,8450066,G,52,11
297,FALSE,Roberto,20,Vancouver Canucks,2,448,Luongo,8466141,G,NA,8
298,FALSE,Ilya,28,Arizona Coyotes,2,257,Bryzgalov,8468524,G,NA,4
299,FALSE,Guy,32,Anaheim Ducks,2,441,Hebert,8447715,G,NA,8
300,FALSE,Eddie,6,Boston Bruins,2,444,Johnston,8450005,G,50,11
301,FALSE,Marc,36,Columbus Blue Jackets,2,266,Denis,8462055,G,32,5
302,FALSE,Tom,17,Pittsburgh Penguins,2,460,Barrasso,8445275,G,NA,12
303,FALSE,Dan,21,Calgary Flames,2,384,Bouchard,8445609,G,34,9
304,FALSE,Richard,20,Vancouver Canucks,2,377,Brodeur,8445694,G,NA,8
305,FALSE,Dominik,19,Buffalo Sabres,2,491,Hasek,8447687,G,NA,9
306,FALSE,Gump,10,New York Rangers,2,581,Worsley,8450152,G,50,10
307,FALSE,Bernie,16,Philadelphia Flyers,2,486,Parent,8450178,G,NA,10
308,FALSE,Rogie,14,Los Angeles Kings,2,389,Vachon,8452122,G,NA,7
309,FALSE,John,33,Florida Panthers,2,268,Vanbiesbrouck,8452157,G,NA,5
310,FALSE,Arturs,26,Carolina Hurricanes,2,309,Irbe,8456692,G,NA,6
311,FALSE,Damian,30,Ottawa Senators,2,181,Rhodes,8457791,G,NA,4
312,FALSE,Milan,35,Winnipeg Jets,2,117,Hnilicka,8458584,G,NA,3
313,FALSE,Nikolai,31,Tampa Bay Lightning,2,192,Khabibulin,8459140,G,NA,4
314,FALSE,Tomas,34,Nashville Predators,2,383,Vokoun,8460712,G,37,8
315,FALSE,Dwayne,37,Minnesota Wild,2,167,Roloson,8460806,G,NA,4
316,FALSE,Dwayne,25,Edmonton Oilers,2,193,Roloson,8460806,G,NA,4
317,FALSE,Rick,22,New York Islanders,2,318,DiPietro,8468481,G,20,12
318,TRUE,Corey,11,Chicago Blackhawks,2,488,Crawford,8470645,G,57,13
319,FALSE,Jimmy,12,Detroit Red Wings,2,543,Howard,8470657,G,63,14
320,TRUE,Jaroslav,18,St. Louis Blues,2,159,Halak,8470860,G,NA,4
321,TRUE,Tuukka,6,Boston Bruins,2,560,Rask,8471695,G,45,14
322,FALSE,Steve,16,Philadelphia Flyers,2,231,Mason,8473461,G,NA,5
323,FALSE,Steve,36,Columbus Blue Jackets,2,232,Mason,8473461,G,61,5
324,TRUE,James,5,Toronto Maple Leafs,2,207,Reimer,8473503,G,37,6
325,TRUE,Semyon,27,Colorado Avalanche,2,389,Varlamov,8473575,G,NA,8
326,TRUE,Braden,24,Washington Capitals,2,468,Holtby,8474651,G,14,10
327,FALSE,George,1,Montréal Canadiens,2,318,Hainsworth,8449987,G,44,8
328,FALSE,Glenn,22,New York Islanders,2,282,Resch,8450802,G,44,8
329,FALSE,Tommy,25,Edmonton Oilers,2,334,Salo,8459541,G,NA,6
330,FALSE,Patrick,30,Ottawa Senators,2,283,Lalime,8459579,G,NA,5
331,TRUE,Brian,18,St. Louis Blues,2,181,Elliott,8470880,G,NA,5
332,FALSE,Marco,14,Los Angeles Kings,2,21,Baron,8445272,G,NA,1
333,FALSE,Marco,25,Edmonton Oilers,2,1,Baron,8445272,G,NA,1
334,FALSE,Tom,5,Toronto Maple Leafs,2,4,Barrasso,8445275,G,NA,1
335,FALSE,Tom,18,St. Louis Blues,2,6,Barrasso,8445275,G,NA,1
336,FALSE,Tom,26,Carolina Hurricanes,2,34,Barrasso,8445275,G,NA,1
337,FALSE,Tom,30,Ottawa Senators,2,7,Barrasso,8445275,G,NA,1
338,FALSE,Don,5,Toronto Maple Leafs,2,11,Beaupre,8445381,G,NA,2
339,FALSE,Don,24,Washington Capitals,2,269,Beaupre,8445381,G,NA,6
340,FALSE,Don,30,Ottawa Senators,2,71,Beaupre,8445381,G,NA,2
341,FALSE,Stephane,16,Philadelphia Flyers,2,16,Beauregard,8445382,G,NA,1
342,FALSE,Ed,5,Toronto Maple Leafs,2,170,Belfour,8445386,G,NA,3
343,FALSE,Ed,11,Chicago Blackhawks,2,415,Belfour,8445386,G,74,8
344,FALSE,Ed,15,Dallas Stars,2,307,Belfour,8445386,G,NA,5
345,FALSE,Ed,29,San Jose Sharks,2,13,Belfour,8445386,G,NA,1
346,FALSE,Ed,33,Florida Panthers,2,58,Belfour,8445386,G,NA,1
347,FALSE,Yves,6,Boston Bruins,2,8,Belanger,8445403,G,NA,1
348,FALSE,Yves,21,Calgary Flames,2,22,Belanger,8445403,G,NA,2
349,FALSE,Jean Claude,14,Los Angeles Kings,2,1,Bergeron,8445438,G,NA,1
350,FALSE,Allan,12,Detroit Red Wings,2,4,Bester,8445458,G,NA,2
351,FALSE,Allan,15,Dallas Stars,2,10,Bester,8445458,G,NA,1
352,FALSE,Daniel,6,Boston Bruins,2,8,Berthiaume,8445462,G,NA,1
353,FALSE,Daniel,14,Los Angeles Kings,2,56,Berthiaume,8445462,G,NA,2
354,FALSE,Daniel,15,Dallas Stars,2,5,Berthiaume,8445462,G,NA,1
355,FALSE,Daniel,30,Ottawa Senators,2,26,Berthiaume,8445462,G,NA,2
356,FALSE,Craig,6,Boston Bruins,2,35,Billington,8445470,G,NA,2
357,FALSE,Craig,24,Washington Capitals,2,47,Billington,8445470,G,NA,4
358,FALSE,Craig,27,Colorado Avalanche,2,67,Billington,8445470,G,NA,3
359,FALSE,Craig,30,Ottawa Senators,2,72,Billington,8445470,G,NA,2
360,FALSE,Dan,27,Colorado Avalanche,2,226,Bouchard,8445609,G,NA,5
361,FALSE,Dan,28,Arizona Coyotes,2,32,Bouchard,8445609,G,NA,1
362,FALSE,Richard,22,New York Islanders,2,2,Brodeur,8445694,G,NA,1
363,FALSE,Richard,26,Carolina Hurricanes,2,6,Brodeur,8445694,G,NA,1
364,FALSE,Gary,20,Vancouver Canucks,2,73,Bromley,8445695,G,NA,3
365,FALSE,Sean,14,Los Angeles Kings,2,23,Burke,8445769,G,NA,1
366,FALSE,Sean,16,Philadelphia Flyers,2,26,Burke,8445769,G,NA,2
367,FALSE,Sean,20,Vancouver Canucks,2,16,Burke,8445769,G,NA,1
368,FALSE,Sean,23,New Jersey Devils,2,162,Burke,8445769,G,62,4
369,FALSE,Sean,26,Carolina Hurricanes,2,256,Burke,8445769,G,NA,6
370,FALSE,Sean,28,Arizona Coyotes,2,211,Burke,8445769,G,NA,5
371,FALSE,Sean,31,Tampa Bay Lightning,2,35,Burke,8445769,G,NA,1
372,FALSE,Sean,33,Florida Panthers,2,66,Burke,8445769,G,NA,2
373,FALSE,Jacques,20,Vancouver Canucks,2,10,Caron,8445966,G,NA,1
374,FALSE,Jon,6,Boston Bruins,2,57,Casey,8446011,G,NA,1
375,FALSE,Jon,18,St. Louis Blues,2,43,Casey,8446011,G,NA,3
376,FALSE,Alain,11,Chicago Blackhawks,2,66,Chevrier,8446052,G,NA,2
377,FALSE,Alain,12,Detroit Red Wings,2,3,Chevrier,8446052,G,NA,1
378,FALSE,Alain,17,Pittsburgh Penguins,2,3,Chevrier,8446052,G,NA,1
379,FALSE,Alain,28,Arizona Coyotes,2,22,Chevrier,8446052,G,NA,1
380,FALSE,Tim,6,Boston Bruins,2,2,Cheveldae,8446082,G,NA,1
381,FALSE,Tim,28,Arizona Coyotes,2,74,Cheveldae,8446082,G,NA,3
382,FALSE,Jacques,11,Chicago Blackhawks,2,53,Cloutier,8446089,G,NA,2
383,FALSE,Jacques,27,Colorado Avalanche,2,58,Cloutier,8446089,G,NA,4
384,FALSE,Frederic,14,Los Angeles Kings,2,12,Chabot,8446134,G,NA,1
385,FALSE,Jim,25,Edmonton Oilers,2,26,Corsi,8446166,G,NA,1
386,FALSE,Joe,12,Detroit Red Wings,2,29,Daley,8446290,G,NA,1
387,FALSE,Joe,19,Buffalo Sabres,2,38,Daley,8446290,G,NA,1
388,FALSE,John,10,New York Rangers,2,222,Davidson,8446323,G,NA,8
389,FALSE,Michel,17,Pittsburgh Penguins,2,151,Dion,8446429,G,NA,4
390,FALSE,Michel,27,Colorado Avalanche,2,62,Dion,8446429,G,NA,2
391,FALSE,Michel,28,Arizona Coyotes,2,14,Dion,8446429,G,NA,1
392,FALSE,Tom,22,New York Islanders,2,7,Draper,8446480,G,NA,1
393,FALSE,Dave,19,Buffalo Sabres,2,120,Dryden,8446488,G,NA,4
394,FALSE,Dave,25,Edmonton Oilers,2,14,Dryden,8446488,G,NA,1
395,FALSE,Don,5,Toronto Maple Leafs,2,38,Edwards,8446597,G,NA,1
396,FALSE,Don,19,Buffalo Sabres,2,307,Edwards,8446597,G,72,6
397,FALSE,Don,21,Calgary Flames,2,114,Edwards,8446597,G,NA,3
398,FALSE,Gary,13,Cleveland Barons,2,47,Edwards,8446602,G,NA,2
399,FALSE,Gary,15,Dallas Stars,2,51,Edwards,8446602,G,NA,2
400,FALSE,Gary,17,Pittsburgh Penguins,2,6,Edwards,8446602,G,NA,1
401,FALSE,Gary,25,Edmonton Oilers,2,15,Edwards,8446602,G,NA,1
402,FALSE,Darren,12,Detroit Red Wings,2,3,Eliot,8446637,G,NA,1
403,FALSE,Darren,19,Buffalo Sabres,2,2,Eliot,8446637,G,NA,1
404,FALSE,Bob,12,Detroit Red Wings,2,13,Essensa,8446719,G,NA,1
405,FALSE,Bob,19,Buffalo Sabres,2,9,Essensa,8446719,G,NA,1
406,FALSE,Bob,20,Vancouver Canucks,2,39,Essensa,8446719,G,NA,1
407,FALSE,Bob,25,Edmonton Oilers,2,74,Essensa,8446719,G,NA,3
408,FALSE,Doug,5,Toronto Maple Leafs,2,74,Favell,8446794,G,NA,3
409,FALSE,Doug,23,New Jersey Devils,2,84,Favell,8446794,G,NA,3
410,FALSE,Mark,11,Chicago Blackhawks,2,27,Fitzpatrick,8446829,G,NA,1
411,FALSE,Mark,26,Carolina Hurricanes,2,3,Fitzpatrick,8446829,G,NA,1
412,FALSE,Mark,31,Tampa Bay Lightning,2,34,Fitzpatrick,8446829,G,NA,1
413,FALSE,Mark,33,Florida Panthers,2,119,Fitzpatrick,8446829,G,NA,5
414,FALSE,Stephane,1,Montréal Canadiens,2,2,Fiset,8446831,G,NA,1
415,FALSE,Stephane,14,Los Angeles Kings,2,200,Fiset,8446831,G,NA,5
416,FALSE,Norm,25,Edmonton Oilers,2,10,Foster,8446937,G,NA,1
417,FALSE,Bob,10,New York Rangers,2,98,Froese,8446982,G,NA,4
418,FALSE,Grant,5,Toronto Maple Leafs,2,95,Fuhr,8446991,G,NA,2
419,FALSE,Grant,14,Los Angeles Kings,2,14,Fuhr,8446991,G,NA,1
420,FALSE,Grant,18,St. Louis Blues,2,249,Fuhr,8446991,G,NA,4
421,FALSE,Grant,19,Buffalo Sabres,2,64,Fuhr,8446991,G,NA,3
422,FALSE,Grant,21,Calgary Flames,2,23,Fuhr,8446991,G,NA,1
423,FALSE,Troy,20,Vancouver Canucks,2,72,Gamble,8447029,G,47,4
424,FALSE,John,20,Vancouver Canucks,2,56,Garrett,8447066,G,NA,3
425,FALSE,John,26,Carolina Hurricanes,2,122,Garrett,8447066,G,NA,3
426,FALSE,John,27,Colorado Avalanche,2,29,Garrett,8447066,G,NA,2
427,FALSE,Gilles,6,Boston Bruins,2,277,Gilbert,8447170,G,NA,7
428,FALSE,Gilles,12,Detroit Red Wings,2,95,Gilbert,8447170,G,NA,3
429,FALSE,Mario,14,Los Angeles Kings,2,26,Gosselin,8447303,G,NA,1
430,FALSE,Mario,26,Carolina Hurricanes,2,23,Gosselin,8447303,G,NA,2
431,FALSE,Mario,27,Colorado Avalanche,2,192,Gosselin,8447303,G,35,6
432,FALSE,Ron,6,Boston Bruins,2,40,Grahame,8447344,G,NA,1
433,FALSE,Ron,14,Los Angeles Kings,2,66,Grahame,8447344,G,NA,3
434,FALSE,Ron,27,Colorado Avalanche,2,8,Grahame,8447344,G,NA,1
435,FALSE,Doug,18,St. Louis Blues,2,31,Grant,8447354,G,NA,4
436,FALSE,Steve,21,Calgary Flames,2,3,Guenette,8447390,G,NA,2
437,FALSE,Jeff,1,Montréal Canadiens,2,161,Hackett,8447449,G,NA,5
438,FALSE,Jeff,6,Boston Bruins,2,18,Hackett,8447449,G,NA,1
439,FALSE,Jeff,11,Chicago Blackhawks,2,173,Hackett,8447449,G,NA,6
440,FALSE,Jeff,16,Philadelphia Flyers,2,27,Hackett,8447449,G,NA,1
441,FALSE,Jeff,29,San Jose Sharks,2,78,Hackett,8447449,G,NA,2
442,FALSE,Glen,10,New York Rangers,2,138,Hanlon,8447505,G,NA,4
443,FALSE,Glen,12,Detroit Red Wings,2,186,Hanlon,8447505,G,NA,5
444,FALSE,Glen,18,St. Louis Blues,2,16,Hanlon,8447505,G,NA,2
445,FALSE,Paul,5,Toronto Maple Leafs,2,55,Harrison,8447663,G,NA,2
446,FALSE,Paul,17,Pittsburgh Penguins,2,13,Harrison,8447663,G,NA,1
447,FALSE,Paul,19,Buffalo Sabres,2,6,Harrison,8447663,G,NA,1
448,FALSE,Dominik,12,Detroit Red Wings,2,176,Hasek,8447687,G,NA,4
449,FALSE,Dominik,30,Ottawa Senators,2,43,Hasek,8447687,G,NA,1
450,FALSE,Brian,1,Montréal Canadiens,2,141,Hayward,8447701,G,NA,4
451,FALSE,Brian,15,Dallas Stars,2,26,Hayward,8447701,G,NA,1
452,FALSE,Brian,29,San Jose Sharks,2,25,Hayward,8447701,G,NA,2
453,FALSE,Glenn,5,Toronto Maple Leafs,2,65,Healy,8447709,G,NA,4
454,FALSE,Glenn,10,New York Rangers,2,113,Healy,8447709,G,NA,4
455,FALSE,Glenn,22,New York Islanders,2,176,Healy,8447709,G,NA,4
456,FALSE,Guy,10,New York Rangers,2,13,Hebert,8447715,G,NA,1
457,FALSE,Denis,1,Montréal Canadiens,2,86,Herron,8447755,G,NA,3
458,FALSE,Ron,22,New York Islanders,2,65,Hextall,8447775,G,NA,1
459,FALSE,Ron,27,Colorado Avalanche,2,54,Hextall,8447775,G,NA,1
460,FALSE,Jim,18,St. Louis Blues,2,23,Hrivnak,8448014,G,NA,1
461,FALSE,Jim,28,Arizona Coyotes,2,3,Hrivnak,8448014,G,NA,1
462,FALSE,Kelly,14,Los Angeles Kings,2,360,Hrudey,8448020,G,NA,8
463,FALSE,Kelly,29,San Jose Sharks,2,76,Hrudey,8448020,G,NA,2
464,FALSE,Peter,12,Detroit Red Wings,2,3,Ing,8448142,G,NA,1
465,FALSE,Peter,25,Edmonton Oilers,2,12,Ing,8448142,G,NA,1
466,FALSE,Gary,16,Philadelphia Flyers,2,8,Inness,8448175,G,NA,2
467,FALSE,Gary,17,Pittsburgh Penguins,2,100,Inness,8448175,G,57,3
468,FALSE,Gary,24,Washington Capitals,2,54,Inness,8448175,G,NA,3
469,FALSE,Pat,1,Montréal Canadiens,2,40,Jablonski,8448207,G,NA,2
470,FALSE,Pat,26,Carolina Hurricanes,2,5,Jablonski,8448207,G,NA,1
471,FALSE,Pat,28,Arizona Coyotes,2,2,Jablonski,8448207,G,NA,1
472,FALSE,Pat,31,Tampa Bay Lightning,2,58,Jablonski,8448207,G,NA,2
473,FALSE,Al,14,Los Angeles Kings,2,5,Jensen,8448275,G,NA,1
474,FALSE,Curtis,5,Toronto Maple Leafs,2,270,Joseph,8448382,G,NA,5
475,FALSE,Curtis,12,Detroit Red Wings,2,92,Joseph,8448382,G,NA,2
476,FALSE,Curtis,21,Calgary Flames,2,9,Joseph,8448382,G,NA,1
477,FALSE,Curtis,25,Edmonton Oilers,2,177,Joseph,8448382,G,NA,3
478,FALSE,Curtis,28,Arizona Coyotes,2,115,Joseph,8448382,G,NA,2
479,FALSE,Doug,6,Boston Bruins,2,154,Keans,8448410,G,NA,5
480,FALSE,Olie,31,Tampa Bay Lightning,2,8,Kolzig,8448535,G,NA,1
481,FALSE,Mark,5,Toronto Maple Leafs,2,27,Laforest,8448628,G,NA,1
482,FALSE,Mark,16,Philadelphia Flyers,2,38,Laforest,8448628,G,NA,2
483,FALSE,Mark,30,Ottawa Senators,2,5,Laforest,8448628,G,NA,1
484,FALSE,Michel,5,Toronto Maple Leafs,2,74,Larocque,8448700,G,NA,3
485,FALSE,Michel,16,Philadelphia Flyers,2,2,Larocque,8448700,G,NA,1
486,FALSE,Michel,18,St. Louis Blues,2,5,Larocque,8448700,G,NA,1
487,FALSE,Rejean,6,Boston Bruins,2,183,Lemelin,8448759,G,NA,6
488,FALSE,Jean,15,Dallas Stars,2,1,Levasseur,8448807,G,NA,1
489,FALSE,Mike,24,Washington Capitals,2,64,Liut,8448865,G,NA,3
490,FALSE,Mike,26,Carolina Hurricanes,2,252,Liut,8448865,G,NA,6
491,FALSE,Pete,25,Edmonton Oilers,2,2,Lopresti,8448886,G,NA,1
492,FALSE,Ron,12,Detroit Red Wings,2,32,Low,8448891,G,NA,1
493,FALSE,Ron,23,New Jersey Devils,2,81,Low,8448891,G,NA,3
494,FALSE,Ron,24,Washington Capitals,2,145,Low,8448891,G,NA,3
495,FALSE,Ron,25,Edmonton Oilers,2,67,Low,8448891,G,NA,4
496,FALSE,Ron,27,Colorado Avalanche,2,15,Low,8448891,G,NA,1
497,FALSE,Clint,19,Buffalo Sabres,2,102,Malarchuk,8449096,G,NA,4
498,FALSE,Clint,24,Washington Capitals,2,96,Malarchuk,8449096,G,NA,2
499,FALSE,Bob,11,Chicago Blackhawks,2,41,Mason,8449286,G,NA,1
500,FALSE,Bob,20,Vancouver Canucks,2,6,Mason,8449286,G,NA,1
501,FALSE,Bob,27,Colorado Avalanche,2,22,Mason,8449286,G,NA,1
502,FALSE,Markus,14,Los Angeles Kings,2,38,Mattsson,8449291,G,NA,2
503,FALSE,Markus,15,Dallas Stars,2,2,Mattsson,8449291,G,NA,1
504,FALSE,Markus,28,Arizona Coyotes,2,52,Mattsson,8449291,G,NA,2
505,FALSE,Peter,12,Detroit Red Wings,2,4,McDuffe,8449426,G,NA,1
506,FALSE,Peter,23,New Jersey Devils,2,36,McDuffe,8449426,G,NA,1
507,FALSE,Kirk,10,New York Rangers,2,45,McLean,8449474,G,NA,2
508,FALSE,Kirk,26,Carolina Hurricanes,2,8,McLean,8449474,G,NA,1
509,FALSE,Kirk,33,Florida Panthers,2,37,McLean,8449474,G,NA,2
510,FALSE,Bill,23,New Jersey Devils,2,22,McKenzie,8449491,G,NA,4
511,FALSE,Roland,1,Montréal Canadiens,2,9,Melanson,8449547,G,NA,1
512,FALSE,Roland,14,Los Angeles Kings,2,119,Melanson,8449547,G,NA,4
513,FALSE,Roland,15,Dallas Stars,2,26,Melanson,8449547,G,NA,2
514,FALSE,Roland,23,New Jersey Devils,2,1,Melanson,8449547,G,NA,1
515,FALSE,Gilles,15,Dallas Stars,2,327,Meloche,8449550,G,NA,7
516,FALSE,Gilles,17,Pittsburgh Penguins,2,104,Meloche,8449550,G,NA,3
517,FALSE,Lindsay,15,Dallas Stars,2,3,Middlebrook,8449588,G,NA,1
518,FALSE,Lindsay,23,New Jersey Devils,2,9,Middlebrook,8449588,G,NA,1
519,FALSE,Lindsay,25,Edmonton Oilers,2,1,Middlebrook,8449588,G,NA,1
520,FALSE,Eddie,10,New York Rangers,2,66,Mio,8449618,G,NA,2
521,FALSE,Eddie,12,Detroit Red Wings,2,49,Mio,8449618,G,NA,3
522,FALSE,Eddie,25,Edmonton Oilers,2,77,Mio,8449618,G,NA,2
523,FALSE,Greg,11,Chicago Blackhawks,2,13,Millen,8449627,G,NA,2
524,FALSE,Greg,12,Detroit Red Wings,2,10,Millen,8449627,G,NA,1
525,FALSE,Greg,26,Carolina Hurricanes,2,219,Millen,8449627,G,NA,4
526,FALSE,Greg,27,Colorado Avalanche,2,18,Millen,8449627,G,NA,1
527,FALSE,Andy,1,Montréal Canadiens,2,42,Moog,8449681,G,NA,1
528,FALSE,Andy,6,Boston Bruins,2,261,Moog,8449681,G,NA,6
529,FALSE,Andy,15,Dallas Stars,2,175,Moog,8449681,G,NA,4
530,FALSE,Jarmo,29,San Jose Sharks,2,27,Myllys,8449775,G,NA,1
531,FALSE,Phil,16,Philadelphia Flyers,2,57,Myre,8449784,G,NA,2
532,FALSE,Phil,18,St. Louis Blues,2,83,Myre,8449784,G,NA,2
533,FALSE,Phil,19,Buffalo Sabres,2,5,Myre,8449784,G,NA,1
534,FALSE,Phil,21,Calgary Flames,2,211,Myre,8449784,G,NA,6
535,FALSE,Phil,23,New Jersey Devils,2,34,Myre,8449784,G,NA,2
536,FALSE,Hank,12,Detroit Red Wings,2,99,Bassen,8449804,G,NA,6
537,FALSE,Hank,17,Pittsburgh Penguins,2,25,Bassen,8449804,G,NA,1
538,FALSE,Bill,3,St. Louis Eagles,2,90,Beveridge,8449821,G,NA,4
539,FALSE,Bill,7,Montreal Maroons,2,101,Beveridge,8449821,G,NA,3
540,FALSE,Bill,10,New York Rangers,2,17,Beveridge,8449821,G,NA,1
541,FALSE,Paul,5,Toronto Maple Leafs,2,29,Bibeault,8449823,G,NA,1
542,FALSE,Paul,6,Boston Bruins,2,43,Bibeault,8449823,G,NA,2
543,FALSE,Paul,11,Chicago Blackhawks,2,41,Bibeault,8449823,G,NA,1
544,FALSE,Claude,12,Detroit Red Wings,2,1,Bourque,8449833,G,NA,1
545,FALSE,Johnny,5,Toronto Maple Leafs,2,475,Bower,8449835,G,NA,12
546,FALSE,Johnny,10,New York Rangers,2,77,Bower,8449835,G,70,3
547,FALSE,Frank,11,Chicago Blackhawks,2,70,Brimsek,8449836,G,NA,1
548,FALSE,Frank,4,Hamilton Tigers,2,21,Brophy,8449843,G,21,1
549,FALSE,Lorne,1,Montréal Canadiens,2,47,Chabot,8449850,G,NA,1
550,FALSE,Lorne,5,Toronto Maple Leafs,2,214,Chabot,8449850,G,NA,5
551,FALSE,Lorne,7,Montreal Maroons,2,16,Chabot,8449850,G,NA,1
552,FALSE,Lorne,8,Brooklyn Americans,2,6,Chabot,8449850,G,NA,1
553,FALSE,Lorne,11,Chicago Blackhawks,2,48,Chabot,8449850,G,NA,1
554,FALSE,Ed,5,Toronto Maple Leafs,2,180,Chadwick,8449851,G,70,5
555,FALSE,Ed,6,Boston Bruins,2,4,Chadwick,8449851,G,NA,1
556,FALSE,Alec,7,Montreal Maroons,2,75,Connell,8449856,G,NA,2
557,FALSE,Alec,8,Brooklyn Americans,2,1,Connell,8449856,G,NA,1
558,FALSE,Alec,12,Detroit Red Wings,2,48,Connell,8449856,G,NA,1
559,FALSE,Abbie,1,Montréal Canadiens,2,1,Cox,8449858,G,NA,1
