"id","fewestGoals","fewestGoalsAgainst","fewestGoalsAgainstSeasons","fewestGoalsSeasons","fewestLosses","fewestLossesSeasons","fewestPoints","fewestPointsSeasons","fewestTies","fewestTiesSeasons","fewestWins","fewestWinsSeasons","franchiseId","franchiseName","homeLossStreak","homeLossStreakDates","homePointStreak","homePointStreakDates","homeWinStreak","homeWinStreakDates","homeWinlessStreak","homeWinlessStreakDates","lossStreak","lossStreakDates","mostGameGoals","mostGameGoalsDates","mostGoals","mostGoalsAgainst","mostGoalsAgainstSeasons","mostGoalsSeasons","mostLosses","mostLossesSeasons","mostPenaltyMinutes","mostPenaltyMinutesSeasons","mostPoints","mostPointsSeasons","mostShutouts","mostShutoutsSeasons","mostTies","mostTiesSeasons","mostWins","mostWinsSeasons","pointStreak","pointStreakDates","roadLossStreak","roadLossStreakDates","roadPointStreak","roadPointStreakDates","roadWinStreak","roadWinStreakDates","roadWinlessStreak","roadWinlessStreakDates","winStreak","winStreakDates","winlessStreak","winlessStreakDates"
12,171,202,"1998-99 (82)","2002-03 (82)",22,"2005-06 (82)",45,"1982-83 (80)",4,"1985-86 (80)",19,"1982-83 (80)",26,"Carolina Hurricanes",8,"Mar 14 2013 - Apr 09 2013",15,"Dec 13 2005 - Jan 28 2006",12,"Feb 20 2009 - Apr 07 2009",13,"Jan 15 1985 - Mar 10 1985",9,"Feb 19 1983 - Mar 08 1983",11,"Feb 12 1984 - EDM 0 @ HFD 11, Oct 19 1985 - MTL 6 @ HFD 11, Jan 17 1986 - QUE 6 @ HFD 11, Mar 15 1986 - CHI 4 @ HFD 11",332,403,"1982-83 (80)","1985-86 (80)",54,"1982-83 (80)",2354,"1992-93 (84)",112,"2005-06 (82)",8,"1998-99 (82)",19,"1979-80 (80)",52,"2005-06 (82)",13,"Mar 09 2017 - Mar 30 2017, Apr 15 2021 - May 06 2021",13,"Dec 18 1982 - Feb 05 1983",12,"Feb 23 2004 - Mar 27 2004",6,"Nov 10 1990 - Dec 07 1990, May 09 2002 - Jun 04 2002",15,"Nov 11 1979 - Jan 09 1980, Jan 07 2003 - Mar 02 2003",9,"Oct 22 2005 - Nov 11 2005, Dec 31 2005 - Jan 19 2006, Mar 18 2009 - Apr 07 2009",14,"Jan 04 1992 - Feb 09 1992, Oct 10 2009 - Nov 13 2009"
