"id" "name" "link" "abbreviation" "teamName" "locationName" "firstYearOfPlay" "shortName" "officialSiteUrl" "franchiseId" "active" "venue.name" "venue.link" "venue.city" "venue.id" "venue.timeZone.id" "venue.timeZone.offset" "venue.timeZone.tz" "division.id" "division.name" "division.link" "conference.id" "conference.name" "conference.link" "franchise.franchiseId" "franchise.teamName" "franchise.link" "roster.roster" "roster.link"
1 "New Jersey Devils" "/api/v1/teams/1" "NJD" "Devils" "New Jersey" "1982" "New Jersey" "http://www.newjerseydevils.com/" 23 TRUE "Prudential Center" "/api/v1/venues/null" "Newark" NA "America/New_York" -4 "EDT" 25 "MassMutual East" "/api/v1/divisions/25" 6 "Eastern" "/api/v1/conferences/6" 23 "Devils" "/api/v1/franchises/23" 
